Step,Active_Hosts,Total_Power_W,Max_Temperature_C,Migrations,SLA_TAH,PDM
45,6,2152.625934388975,104.27264718890433,547,72.59786075861591,0.8544051104604772
46,6,2144.4867396400996,104.19419793401202,559,72.8613597096378,0.8407745088824168
47,6,2129.765072525834,104.20222908218288,574,73.1129246570423,0.8338280286771119
48,6,2153.626902161115,104.21293931077251,588,73.35325351295154,0.8207051097157853
49,6,2108.4336003699636,104.25341853318645,595,73.12004441416207,0.8029260082428882
50,6,2100.5136645704306,104.23475872618903,606,72.42571768918594,0.7950370541431394
51,6,2094.394800083696,104.2241446340796,626,71.77152769258032,0.7881239910909532
52,6,2091.8618181554725,104.28500017325955,642,71.15410350422523,0.782108448124854
53,6,2061.7369910491875,104.3175170860421,667,70.57044136818816,0.785919428704497
54,6,2090.2183762697873,104.315141016471,698,70.42435999104396,0.7910374323454856
55,6,2072.630274250757,104.29469651269935,724,70.28758984213842,0.7895417112891937
56,6,2082.893693025327,104.36228696827986,755,70.15931561130705,0.7949323289300609
57,6,2085.177683019847,104.35631059223914,779,70.0388117629497,0.7936647602287749
58,6,2043.6008469818587,104.33098089342703,788,69.5550603392447,0.785871509148441
59,6,2056.543925560183,104.28620365563545,806,69.45627394931158,0.7804541863475166
60,6,2052.302705307404,104.29121893824117,818,69.36316780998206,0.7740640831633677
61,6,2053.8475036351624,104.32588906673274,841,69.27529517858778,0.7742454728370237
62,6,2060.2131359709865,104.29833743382235,864,69.19225342110657,0.7730245016938484
63,6,2036.1766604090917,104.33232492534673,886,69.11367880485527,0.7736111111111124
64,6,2050.3686243344873,104.32067726718115,917,69.03924200317545,0.7759663662210403
65,6,2007.7797193872293,104.27895797128426,936,68.96864420189077,0.776614051744601
66,6,2026.3695901419467,104.29746724788494,955,68.90161371630836,0.774550484094053
67,6,2013.4854403311306,104.28677274429842,988,68.83790304293288,0.7783386480959804
68,6,2006.1029823747094,104.25753669449209,1022,68.77728628260658,0.7854823519489466
69,6,1994.2371566246502,104.3147473773999,1055,68.71955688204982,0.7893900230831962
70,6,1914.0396170745325,104.2092984267143,1065,68.39997538466027,0.78306777516226
71,6,1898.694079225382,103.7492906789085,1069,68.0911856714567,0.7761461989871109
72,6,1889.301242409997,103.61219550464187,1075,67.79264666884612,0.7670068251726095
73,6,1833.7506236754705,95.47732356754324,1075,67.53115315721307,0.756451318907377
74,6,1843.3462471257785,100.33795530318238,1075,66.75542042664314,0.746422056065161
75,6,1877.5252962815716,103.83627107685183,1075,66.22251038376741,0.7365338539355755
76,6,1865.491310058489,103.99042806660309,1079,65.68749438604215,0.728858959595454
77,6,1916.831876385289,103.93961609047776,1082,65.68640085273151,0.7215717306099235
78,6,1999.248366359122,104.25150517492492,1096,65.68581450331644,0.7195914577530175
79,6,1997.8968717558046,104.09405402750964,1099,65.68569173030701,0.7131902766540674
80,6,2054.130963730803,104.22595706147975,1105,65.68599272048466,0.7090572571496802
